
16时00分18秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时00分43秒     0         7         7    0.00    0.20    0.00    0.00    0.20     0  (ksoftirqd/0)__ksoftirqd/0
16时00分43秒     0         8         -    0.00    0.20    0.00    0.00    0.20     0  rcu_preempt
16时00分43秒     0         -         8    0.00    0.20    0.00    0.00    0.20     0  |__rcu_preempt
16时00分43秒     0         9         -    0.00    0.20    0.00    0.00    0.20     0  rcu_sched
16时00分43秒     0        30         -    0.00    0.40    0.00    0.00    0.40     0  kworker/0:1
16时00分43秒     0         -        30    0.00    0.40    0.00    0.00    0.40     0  |__kworker/0:1
16时00分43秒     0        78         -    0.00    0.20    0.00    0.00    0.20     2  kswapd0
16时00分43秒     0         -        78    0.00    0.20    0.00    0.00    0.20     2  |__kswapd0
16时00分43秒     0       114         -    0.00    0.20    0.00    0.00    0.20     3  mmcqd/0
16时00分43秒     0         -       114    0.00    0.20    0.00    0.00    0.20     3  |__mmcqd/0
16时00分43秒     0       118         -    0.00    0.20    0.00    0.00    0.20     3  kworker/3:1H
16时00分43秒     0       329         -    0.00    0.20    0.00    0.00    0.20     3  bopt
16时00分43秒     0         -       329    0.00    0.20    0.00    0.00    0.20     3  |__bopt
16时00分43秒     0       615         -    2.20    2.20    0.00    0.00    4.40     2  resnet50
16时00分43秒     0         -       701    2.40    2.20    0.00    0.00    4.60     2  |__resnet50-1
16时00分43秒     0       636         -    0.20    0.00    0.00    0.00    0.20     0  statusd
16时00分43秒     0         -       636    0.00    0.20    0.00    0.00    0.20     0  |__statusd
16时00分43秒     0       691         -    3.40    3.80    0.00    0.00    7.20     2  cnn
16时00分43秒     0         -       691    0.00    0.20    0.00    0.00    0.20     2  |__cnn
16时00分43秒     0         -       693    0.20    0.00    0.00    0.00    0.20     0  |__cnn
16时00分43秒     0         -       694    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时00分43秒     0         -       705    0.40    0.40    0.00    0.00    0.80     0  |__cnn
16时00分43秒     0         -       706    0.40    0.20    0.00    0.00    0.60     0  |__cnn
16时00分43秒     0         -       707    0.80    1.00    0.00    0.00    1.80     0  |__cnn
16时00分43秒     0         -       708    0.80    0.20    0.00    0.00    1.00     0  |__cnn
16时00分43秒     0         -       856    0.40    0.20    0.00    0.00    0.60     0  |__cnn
16时00分43秒     0         -       857    0.20    1.00    0.00    0.00    1.20     0  |__cnn-1
16时00分43秒     0       719         -  142.20    7.00    0.00    0.00  149.20     2  rnn
16时00分43秒     0         -       731    0.60    1.40    0.00    0.00    2.00     3  |__glog
16时00分43秒     0         -       732    0.20    0.00    0.00    0.00    0.20     0  |__fast-rnn
16时00分43秒     0         -       733   10.00    1.40    0.00    0.00   11.40     0  |__cnn-1
16时00分43秒     0         -       737    6.60    0.20    0.00    0.00    6.80     1  |__mc
16时00分43秒     0         -       738    2.80    0.20    0.00    0.00    3.00     3  |__fast-rnn
16时00分43秒     0         -       739    7.60    0.20    0.00    0.00    7.80     3  |__fast-rnn
16时00分43秒     0         -       740    4.20    0.20    0.00    0.00    4.40     3  |__fast-rnn
16时00分43秒     0         -       741    0.20    0.20    0.00    0.00    0.40     3  |__fast-rnn
16时00分43秒     0         -       742    0.20    0.00    0.00    0.00    0.20     3  |__fast-rnn
16时00分43秒     0         -       743   12.40    0.20    0.00    0.00   12.60     3  |__fast-rnn
16时00分43秒     0         -       744   11.40    0.40    0.00    0.00   11.80     3  |__fast-rnn
16时00分43秒     0         -       745   10.00    0.20    0.00    0.00   10.20     3  |__fast-rnn
16时00分43秒     0         -       746    8.00    1.00    0.00    0.00    9.00     3  |__fast-rnn
16时00分43秒     0         -       747    3.40    0.40    0.00    0.00    3.80     3  |__fast-rnn
16时00分43秒     0         -       748    0.20    0.20    0.00    0.00    0.40     3  |__fast-rnn
16时00分43秒     0         -       749   38.20    0.20    0.00    0.00   38.40     1  |__rnn
16时00分43秒     0         -       750    0.40    0.00    0.00    0.00    0.40     1  |__rnn
16时00分43秒     0         -       752    1.00    0.20    0.00    0.00    1.20     2  |__rnn
16时00分43秒     0         -       753    0.00    0.40    0.00    0.00    0.40     2  |__rnn
16时00分43秒     0         -       754    1.00    0.00    0.00    0.00    1.00     2  |__rnn
16时00分43秒     0         -       760   21.40    0.20    0.00    0.00   21.60     2  |__rnn
16时00分43秒     0         -       761    2.40    0.00    0.00    0.00    2.40     0  |__rnn
16时00分43秒     0         -       805    0.20    0.20    0.00    0.00    0.40     2  |__rnn
16时00分43秒     0       759         -    0.40    0.80    0.00    0.00    1.20     0  bm
16时00分43秒     0         -       766    0.20    1.00    0.00    0.00    1.20     0  |__cnn-1
16时00分43秒     0         -       767    0.20    0.00    0.00    0.00    0.20     0  |__bm
16时00分43秒     0       788         -    0.20    1.40    0.00    0.00    1.60     0  rbm
16时00分43秒     0         -       789    0.00    0.20    0.00    0.00    0.20     0  |__ae
16时00分43秒     0         -       791    0.00    0.80    0.00    0.00    0.80     0  |__cnn-1
16时00分43秒     0         -       797    0.00    0.20    0.00    0.00    0.20     0  |__rbm
16时00分43秒     0         -       801    0.00    0.40    0.00    0.00    0.40     0  |__sae
16时00分43秒     0       812         -    2.00    0.60    0.00    0.00    2.60     0  svm
16时00分43秒     0         -       819    0.40    0.20    0.00    0.00    0.60     0  |__upload_info
16时00分43秒     0         -       825    1.80    0.20    0.00    0.00    2.00     0  |__lsm
16时00分43秒     0       840         -    1.80    0.80    0.00    0.00    2.60     0  dae
16时00分43秒     0         -       849    1.80    0.60    0.00    0.00    2.40     0  |__cnn-1
16时00分43秒     0       855         -    5.40    1.80    0.00    0.00    7.20     0  dbn
16时00分43秒     0         -       867    0.00    0.20    0.00    0.00    0.20     0  |__chk
16时00分43秒     0         -       883    0.40    0.20    0.00    0.00    0.60     0  |__dn
16时00分43秒     0         -       892    2.40    0.00    0.00    0.00    2.40     0  |__aac_encode
16时00分43秒     0         -       893    1.00    0.20    0.00    0.00    1.20     0  |__pcm
16时00分43秒     0         -       895    1.40    0.80    0.00    0.00    2.20     0  |__cnn-1
16时00分43秒     0         -       909    0.00    0.20    0.00    0.00    0.20     0  |__ntm
16时00分43秒     0       914         -    0.20    0.80    0.00    0.00    1.00     0  birnn
16时00分43秒     0         -       921    0.00    0.40    0.00    0.00    0.40     0  |__echw
16时00分43秒     0         -       922    0.20    0.20    0.00    0.00    0.40     0  |__esn
16时00分43秒     0         -       923    0.20    0.20    0.00    0.00    0.40     0  |__elm
16时00分43秒     0       932       932    0.00    0.20    0.00    0.00    0.20     3  (kworker/3:2)__kworker/3:2
16时00分43秒     0      2151         -    0.00    0.40    0.00    0.00    0.40     2  kworker/u8:2
16时00分43秒     0         -      2151    0.00    0.40    0.00    0.00    0.40     2  |__kworker/u8:2
16时00分43秒     0      2371         -    0.60    1.20    0.00    0.00    1.80     2  pidstat
16时00分43秒     0         -      2371    0.60    1.20    0.00    0.00    1.80     2  |__pidstat
16时00分43秒     0      2403         -    0.00    0.20    0.00    0.00    0.20     3  top
16时00分43秒     0         -      2403    0.00    0.20    0.00    0.00    0.20     3  |__top

16时00分43秒   UID      TGID       TID    %usr %system  %guest   %wait    %CPU   CPU  Command
16时00分48秒     0         5         -    0.00    0.40    0.00    0.00    0.40     3  kworker/u8:0
16时00分48秒     0         -         5    0.00    0.40    0.00    0.00    0.40     3  |__kworker/u8:0
16时00分48秒     0         7         -    0.00    0.20    0.00    0.00    0.20     0  ksoftirqd/0
16时00分48秒     0         8         -    0.00    0.40    0.00    0.00    0.40     0  rcu_preempt
16时00分48秒     0         -         8    0.00    0.20    0.00    0.00    0.20     0  |__rcu_preempt
16时00分48秒     0        30         -    0.00    0.20    0.00    0.00    0.20     0  kworker/0:1
16时00分48秒     0         -        30    0.00    0.20    0.00    0.00    0.20     0  |__kworker/0:1
16时00分48秒     0       112         -    0.00    0.20    0.00    0.00    0.20     2  kworker/2:2
16时00分48秒     0         -       112    0.00    0.20    0.00    0.00    0.20     2  |__kworker/2:2
16时00分48秒     0       114         -    0.00    0.20    0.00    0.00    0.20     0  mmcqd/0
16时00分48秒     0         -       114    0.00    0.20    0.00    0.00    0.20     0  |__mmcqd/0
16时00分48秒     0       329         -    0.00    0.20    0.00    0.00    0.20     2  bopt
16时00分48秒     0         -       329    0.00    0.20    0.00    0.00    0.20     2  |__bopt
16时00分48秒     0       615         -    2.20    2.40    0.00    0.00    4.60     2  resnet50
16时00分48秒     0         -       615    0.00    0.20    0.00    0.00    0.20     2  |__resnet50
16时00分48秒     0         -       701    2.00    2.40    0.00    0.00    4.40     2  |__resnet50-1
16时00分48秒     0       636         -    0.00    0.20    0.00    0.00    0.20     2  statusd
16时00分48秒     0       691         -    3.00    4.00    0.00    0.00    7.00     2  cnn
16时00分48秒     0         -       692    0.20    0.00    0.00    0.00    0.20     2  |__glog
16时00分48秒     0         -       693    0.20    0.00    0.00    0.00    0.20     0  |__cnn
16时00分48秒     0         -       694    0.00    0.60    0.00    0.00    0.60     0  |__cnn
16时00分48秒     0         -       705    0.60    0.40    0.00    0.00    1.00     0  |__cnn
16时00分48秒     0         -       706    0.40    0.20    0.00    0.00    0.60     0  |__cnn
16时00分48秒     0         -       707    0.80    1.20    0.00    0.00    2.00     0  |__cnn
16时00分48秒     0         -       708    0.60    0.40    0.00    0.00    1.00     0  |__cnn
16时00分48秒     0         -       856    0.60    0.00    0.00    0.00    0.60     0  |__cnn
16时00分48秒     0         -       857    0.00    0.80    0.00    0.00    0.80     3  |__cnn-1
16时00分48秒     0       719         -  141.80    7.20    0.00    0.00  149.00     2  rnn
16时00分48秒     0         -       731    0.60    1.20    0.00    0.00    1.80     0  |__glog
16时00分48秒     0         -       732    0.40    0.20    0.00    0.00    0.60     0  |__fast-rnn
16时00分48秒     0         -       733   10.00    1.40    0.00    0.00   11.40     3  |__cnn-1
16时00分48秒     0         -       737    6.40    0.20    0.00    0.00    6.60     1  |__mc
16时00分48秒     0         -       738    2.40    0.40    0.00    0.00    2.80     3  |__fast-rnn
16时00分48秒     0         -       739    8.00    0.20    0.00    0.00    8.20     3  |__fast-rnn
16时00分48秒     0         -       740    4.20    0.00    0.00    0.00    4.20     3  |__fast-rnn
16时00分48秒     0         -       743   10.60    0.40    0.00    0.00   11.00     3  |__fast-rnn
16时00分48秒     0         -       744   10.00    0.40    0.00    0.00   10.40     3  |__fast-rnn
16时00分48秒     0         -       745   10.60    0.40    0.00    0.00   11.00     3  |__fast-rnn
16时00分48秒     0         -       746    6.60    0.80    0.00    0.00    7.40     3  |__fast-rnn
16时00分48秒     0         -       747    3.40    0.20    0.00    0.00    3.60     3  |__fast-rnn
16时00分48秒     0         -       749   37.60    0.20    0.00    0.00   37.80     1  |__rnn
16时00分48秒     0         -       750    0.20    0.00    0.00    0.00    0.20     1  |__rnn
16时00分48秒     0         -       752    1.00    0.40    0.00    0.00    1.40     2  |__rnn
16时00分48秒     0         -       753    0.20    0.40    0.00    0.00    0.60     2  |__rnn
16时00分48秒     0         -       754    1.00    0.00    0.00    0.00    1.00     2  |__rnn
16时00分48秒     0         -       760   26.00    0.20    0.00    0.00   26.20     2  |__rnn
16时00分48秒     0         -       761    2.20    0.20    0.00    0.00    2.40     0  |__rnn
16时00分48秒     0         -       805    0.20    0.00    0.00    0.00    0.20     2  |__rnn
16时00分48秒     0       759         -    0.40    1.20    0.00    0.00    1.60     0  bm
16时00分48秒     0         -       766    0.20    0.80    0.00    0.00    1.00     0  |__cnn-1
16时00分48秒     0         -       772    0.00    0.20    0.00    0.00    0.20     0  |__bm
16时00分48秒     0         -       773    0.20    0.00    0.00    0.00    0.20     0  |__bm
16时00分48秒     0       788         -    0.40    1.40    0.00    0.00    1.80     0  rbm
16时00分48秒     0         -       791    0.20    1.00    0.00    0.00    1.20     0  |__cnn-1
