procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  2      0 100352  39172 864496    0    0     0  2669 7328 12917 27  9 47 18  0
 0  1      0 129516  39224 835636    0    0     0  1348 7513 13134 26  8 45 21  0
 2  0      0 132156  39288 833492    0    0     0   216 7171 12876 26  7 63  4  0
 8  0      0 130744  39308 834640    0    0     0   182 7199 12810 26  7 66  0  0
 1  0      0 129784  39340 835836    0    0     0   128 7172 12802 26  7 67  0  0
 4  1      0 112888  39408 850984    0    0     0  1048 7296 13011 27  7 64  1  0
 1  2      0  96444  39428 866380    0    0     0  2968 7442 12964 27  9 46 18  0
 2  1      0 122916  39532 842440    0    0     0   217 7321 12918 28  8 55  8  0
 0  0      0 121776  39556 843696    0    0     0   462 7297 12948 28  8 64  0  0
 2  0      0 117092  39644 848276    0    0     0   494 7442 13025 30  8 62  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 114796  39664 849580    0    0     0   223 7192 12870 27  7 66  0  0
 2  1      0  97400  39756 865752    0    0     0  1050 7364 13113 26  8 65  1  0
 1  2      0  85996  39780 876304    0    0     0  3035 7391 12903 27  9 51 13  0
 2  1      0 102844  39828 859876    0    0     0  1530 7393 13025 28  8 40 23  0
 0  0      0 120164  39896 844868    0    0     0   134 7261 12917 26  8 62  4  0
 4  0      0 118988  39916 845996    0    0     0   203 7201 12892 26  7 67  0  0
 7  0      0 117748  39936 847152    0    0     0   184 7261 12991 26  7 66  0  0
 0  1      0  90448  40012 873256    0    0     0  1816 7481 13204 28  8 63  1  0
 1  1      0  89152  40028 873856    0    0     0  2318 7372 12977 28  9 51 13  0
 1  0      0 114184  40116 850968    0    0     0   527 7389 12988 28  8 58  6  0
 1  0      0 112480  40132 852164    0    0     0   195 7227 12914 27  8 63  1  0
 1  0      0 110896  40144 853404    0    0     0   187 7187 12893 27  8 65  0  0
 0  0      0 108196  40176 856552    0    0     0   145 7187 12895 27  8 65  0  0
 1  1      0  89024  40244 873208    0    0     0  1315 7556 13273 28  9 63  1  0
 0  1      0  56988  40296 905332    0    0     0  3284 7480 12996 29  9 49 13  0
 9  0      0  96720  40480 865644    0    0     0  1888 7638 13072 32 10 47 11  0
 4  0      0  96336  40500 867264    0    0     0   161 8206 13796 31  9 60  0  0
 4  0      0  90632  40596 872140    0    0     0   270 7591 13225 31  8 60  0  0
 6  0      0  87500  40616 875444    0    0     5   557 7487 13279 27  8 65  0  0
 2  1      0  68716  40700 892264    0    0     0   850 7524 13440 28  8 63  2  0
10  1      0  48088  40732 913296    0    0     0  3409 7386 13048 27  8 48 17  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 100960  40816 862368    0    0     0  1465 7426 13276 25  8 56 11  0
 1  0      0 100504  40844 863176    0    0     0   187 7090 12993 25  7 68  0  0
 9  0      0  99216  40868 864460    0    0     0   212 7339 13101 27  8 65  0  0
 2  0      0  98148  40896 865676    0    0     0   128 7218 13074 27  8 66  0  0
 2  1      0  81524  40956 881624    0    0     0  1054 7482 13326 28  8 63  1  0
 8  1      0  67444  40964 894816    0    0     0  3954 7773 13432 29  9 46 16  0
 0  0      0  98316  41044 864872    0    0     0   160 7269 13025 27  8 62  3  0
 6  0      0  95740  41064 866136    0    0     0   187 7290 13102 27  7 66  0  0
 5  0      0  96008  41076 867384    0    0     0   132 7221 13128 26  7 66  0  0
 5  0      0  94624  41096 868520    0    0     0   187 7203 13036 26  7 66  0  0
 9  0      0  75644  41168 886776    0    0     0  1054 7342 13303 24  8 67  1  0
13  2      0  62652  41184 898632    0    0     0  3567 7174 12941 24  8 48 20  0
 4  0      0  95636  41268 867708    0    0     0  1421 7318 13125 25  8 59  9  0
 8  0      0  94024  41292 868812    0    0     0   183 7058 13030 24  8 68  0  0
 6  0      0  89968  41312 869876    0    0     0   122 7172 13113 25  7 67  0  0
 5  0      0  91964  41332 871016    0    0     0   185 7209 13129 25  7 68  0  0
 5  1      0  75460  41396 886556    0    0     0   992 7307 13299 26  8 65  1  0
 4  1      0  62524  41424 897948    0    0     0  3128 7306 13055 26  9 52 13  0
 4  0      0  86504  41500 874944    0    0     0   583 7299 13121 27  8 55 10  0
 3  0      0  85888  41528 876132    0    0     0   137 7265 13207 25  7 68  0  0
 5  0      0  84864  41552 877396    0    0     0   203 7310 13207 27  7 65  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0  83576  41572 878552    0    0     0   189 7281 13195 27  7 66  0  0
 6  1      0  65932  41636 894052    0    0     0   988 7450 13406 27  7 65  1  0
 3  3      0  56524  41664 903876    0    0     0  2228 7446 13128 27  9 38 27  0
 6  1      0  61824  41724 896020    0    0     0  2312 7519 13252 27  8 40 25  0
11  0      0  84012  41784 878184    0    0     0   208 7216 13077 25  7 64  4  0
 7  0      0  80524  41804 879208    0    0     0   184 7283 13223 26  7 66  0  0
20  0      0  81628  41832 880512    0    0     0   132 7318 13261 25  7 68  0  0
14  1      0  63904  41892 895564    0    0     0   865 7305 13271 25  7 67  1  0
 5  1      0  36748  41912 923340    0    0     0  2176 7364 13177 24  8 54 14  0
 1  1      0  91688  42000 870328    0    0     0  2074 7536 13348 25  8 53 14  0
 4  0      0  89060  42012 871576    0    0     0   197 7265 13168 25  7 68  0  0
13  0      0  88084  42036 872776    0    0     0   129 7361 13317 26  7 66  0  0
 0  0      0  86692  42072 873848    0    0     0   191 7322 13328 26  7 67  0  0
 6  1      0  71036  42156 888680    0    0     0   691 7432 13428 27  8 65  1  0
 4  1      0  36232  42216 922828    0    0     0  3290 8069 13940 25  8 50 17  0
 2  0      0  86664  42304 873252    0    0     0  1361 7288 13176 26  8 50 16  0
 0  0      0  86844  42332 874416    0    0     0   199 7260 13335 25  7 68  0  0
 0  0      0  85196  42352 875536    0    0     0   209 7253 13212 25  7 68  0  0
 0  0      0  82376  42384 876724    0    0     0   125 7322 13295 26  7 67  0  0
 5  1      0  68080  42460 891864    0    0     0   818 7444 13474 27  8 64  1  0
 3  2      0  45480  42480 914032    0    0     0  3791 7566 13316 25  8 52 15  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0  79368  42564 880512    0    0     0   192 7426 13362 26  7 56 10  0
 5  0      0  80168  42588 881848    0    0     0   209 7303 13290 26  7 67  0  0
 3  0      0  78960  42608 882992    0    0     0   129 7213 13174 25  7 68  0  0
 2  0      0  78220  42632 884080    0    0     0   185 7299 13317 26  7 67  0  0
10  1      0  12332  42708 941408    0    0  4260   847 10927 13855 37 16 46  1  0
 1  2      0  17576  42724 940296    0    0  9408  2830 12681 14364 36 18 31 16  0
 7  0      0  71444  42820 889720    0    0     0  1730 7466 13246 25  8 47 19  0
 0  0      0  70572  42840 890780    0    0     0   123 7293 13322 24  7 69  0  0
 1  0      0  69092  42868 892064    0    0     0   202 7236 13224 25  7 68  0  0
 1  0      0  68488  42904 893200    0    0     0   188 7234 13214 25  7 68  0  0
 0  2      0  53432  42984 906800    0    0     0   809 7474 13398 26  8 63  3  0
 0  2      0  30824  43008 929908    0    0     0  3567 7332 13123 26  9 48 18  0
 2  0      0  63512  43116 896900    0    0     0   585 7478 13374 26  8 60  6  0
 1  0      0  62424  43132 898128    0    0     0   155 7340 13208 26  7 67  0  0
