16时00分16秒,cpu,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%idle
16时25分21秒,0,21.10,0.00,12.45,0.00,0.00,1.48,0.00,0.00,64.98
16时25分21秒,1,63.20,0.00,0.40,0.00,0.00,0.00,0.00,0.00,36.40
16时25分21秒,2,42.16,0.00,6.52,0.20,0.00,0.00,0.00,0.00,51.12
16时25分21秒,3,61.29,0.00,4.03,0.00,0.00,0.00,0.00,0.00,34.68
16时25分26秒,all,45.20,0.00,5.87,0.00,0.00,0.36,0.00,0.00,48.57
16时25分26秒,0,21.99,0.00,13.74,0.00,0.00,1.48,0.00,0.00,62.79
16时25分26秒,1,62.85,0.00,0.40,0.00,0.00,0.00,0.00,0.00,36.75
16时25分26秒,2,34.29,0.00,5.71,0.20,0.00,0.00,0.00,0.00,59.80
16时25分26秒,3,60.32,0.00,4.01,0.00,0.00,0.00,0.00,0.00,35.67
16时25分31秒,all,43.80,0.00,5.62,0.05,0.00,0.31,0.00,0.00,50.23
16时25分31秒,0,21.26,0.00,12.63,0.00,0.00,1.05,0.00,0.00,65.05
16时25分31秒,1,60.32,0.00,0.40,0.00,0.00,0.00,0.00,0.00,39.28
16时25分31秒,2,34.97,0.00,5.93,0.00,0.00,0.00,0.00,0.00,59.10
16时25分31秒,3,57.66,0.00,4.03,0.00,0.00,0.00,0.00,0.00,38.31
16时25分36秒,all,42.23,0.00,6.11,0.05,0.00,0.36,0.00,0.00,51.25
16时25分36秒,0,23.74,0.00,14.08,0.00,0.00,1.47,0.00,0.00,60.71
16时25分36秒,1,52.31,0.00,0.20,0.00,0.00,0.00,0.00,0.00,47.48
16时25分36秒,2,36.66,0.00,5.70,0.20,0.00,0.00,0.00,0.00,57.43
16时25分36秒,3,55.33,0.00,4.43,0.00,0.00,0.00,0.00,0.00,40.24
16时25分41秒,all,40.26,0.00,6.12,0.00,0.00,0.31,0.00,0.00,53.32
16时25分41秒,0,20.13,0.00,14.05,0.00,0.00,1.26,0.00,0.00,64.57
16时25分41秒,1,52.61,0.00,0.40,0.00,0.00,0.00,0.00,0.00,46.99
16时25分41秒,2,37.07,0.00,6.52,0.00,0.00,0.00,0.00,0.00,56.42
16时25分41秒,3,50.30,0.00,4.04,0.00,0.00,0.00,0.00,0.00,45.66
16时25分46秒,all,41.23,0.00,5.95,0.00,0.00,0.36,0.00,0.00,52.47
16时25分46秒,0,23.17,0.00,15.03,0.00,0.00,1.46,0.00,0.00,60.33
16时25分46秒,1,53.01,0.00,0.40,0.00,0.00,0.00,0.00,0.00,46.59
16时25分46秒,2,41.26,0.00,4.07,0.00,0.00,0.00,0.00,0.00,54.67
16时25分46秒,3,46.60,0.00,5.00,0.00,0.00,0.20,0.00,0.00,48.20
16时25分51秒,all,40.70,0.00,6.32,0.10,0.00,0.41,0.00,0.00,52.47
16时25分51秒,0,24.43,0.00,14.82,0.00,0.00,1.67,0.00,0.00,59.08
16时25分51秒,1,53.71,0.00,0.60,0.00,0.00,0.00,0.00,0.00,45.69
16时25分51秒,2,36.38,0.00,5.28,0.41,0.00,0.00,0.00,0.00,57.93
16时25分51秒,3,47.67,0.00,4.67,0.00,0.00,0.00,0.00,0.00,47.67
16时25分56秒,all,43.48,0.00,5.86,0.10,0.00,0.31,0.00,0.00,50.25
16时25分56秒,0,23.32,0.00,12.61,0.00,0.00,1.26,0.00,0.00,62.82
16时25分56秒,1,61.80,0.00,0.40,0.00,0.00,0.00,0.00,0.00,37.80
16时25分56秒,2,35.77,0.00,6.50,0.41,0.00,0.00,0.00,0.00,57.32
16时25分56秒,3,52.02,0.00,4.23,0.00,0.00,0.00,0.00,0.00,43.75
16时26分01秒,all,41.60,0.00,6.82,2.70,0.00,0.31,0.00,0.00,48.57
16时26分01秒,0,21.00,0.00,16.22,2.70,0.00,1.04,0.00,0.00,59.04
16时26分01秒,1,52.72,0.00,0.60,0.00,0.00,0.00,0.00,0.00,46.68
16时26分01秒,2,36.76,0.00,5.95,8.21,0.00,0.00,0.00,0.00,49.08
16时26分01秒,3,55.33,0.00,4.63,0.00,0.00,0.00,0.00,0.00,40.04
16时26分06秒,all,47.69,0.00,8.17,13.60,0.00,0.46,0.00,0.00,30.09
16时26分06秒,0,23.75,0.00,18.75,55.62,0.00,1.88,0.00,0.00,0.00
16时26分06秒,1,70.88,0.00,0.80,0.00,0.00,0.00,0.00,0.00,28.31
16时26分06秒,2,39.31,0.00,7.86,0.20,0.00,0.00,0.00,0.00,52.62
16时26分06秒,3,55.94,0.00,5.84,0.00,0.00,0.00,0.00,0.00,38.23
16时26分11秒,all,44.86,0.00,7.69,7.74,0.00,0.41,0.00,0.00,39.31
16时26分11秒,0,23.64,0.00,18.20,31.38,0.00,1.88,0.00,0.00,24.90
16时26分11秒,1,60.04,0.00,0.40,0.00,0.00,0.00,0.00,0.00,39.56
16时26分11秒,2,35.50,0.00,7.51,0.41,0.00,0.00,0.00,0.00,56.59
16时26分11秒,3,59.27,0.00,5.04,0.00,0.00,0.00,0.00,0.00,35.69
16时26分16秒,all,45.60,0.00,6.10,0.10,0.00,0.46,0.00,0.00,47.74
16时26分16秒,0,25.58,0.00,13.63,0.00,0.00,1.68,0.00,0.00,59.12
16时26分16秒,1,58.32,0.00,1.00,0.00,0.00,0.00,0.00,0.00,40.68
16时26分16秒,2,40.57,0.00,5.07,0.20,0.00,0.00,0.00,0.00,54.16
16时26分16秒,3,57.06,0.00,5.04,0.00,0.00,0.00,0.00,0.00,37.90
16时26分21秒,all,43.61,0.00,6.72,0.00,0.00,0.25,0.00,0.00,49.41
16时26分21秒,0,22.43,0.00,15.72,0.00,0.00,1.26,0.00,0.00,60.59
16时26分21秒,1,55.31,0.00,0.80,0.00,0.00,0.00,0.00,0.00,43.89
16时26分21秒,2,36.64,0.00,6.07,0.20,0.00,0.00,0.00,0.00,57.09
16时26分21秒,3,59.27,0.00,4.64,0.00,0.00,0.00,0.00,0.00,36.09
16时26分26秒,all,39.95,0.00,6.01,0.05,0.00,0.46,0.00,0.00,53.54
16时26分26秒,0,24.06,0.00,14.02,0.00,0.00,1.88,0.00,0.00,60.04
16时26分26秒,1,45.97,0.00,0.40,0.00,0.00,0.00,0.00,0.00,53.63
16时26分26秒,2,34.22,0.00,5.09,0.00,0.00,0.00,0.00,0.00,60.69
16时26分26秒,3,54.93,0.00,4.63,0.00,0.00,0.00,0.00,0.00,40.44
16时26分31秒,all,38.36,0.00,5.60,0.05,0.00,0.31,0.00,0.00,55.68
16时26分31秒,0,19.75,0.00,13.24,0.00,0.00,1.05,0.00,0.00,65.97
16时26分31秒,1,43.78,0.00,1.00,0.00,0.00,0.00,0.00,0.00,55.22
16时26分31秒,2,39.02,0.00,3.86,0.20,0.00,0.00,0.00,0.00,56.91
16时26分31秒,3,50.10,0.00,4.63,0.20,0.00,0.00,0.00,0.00,45.07
16时26分36秒,all,37.98,0.00,5.97,0.10,0.00,0.31,0.00,0.00,55.64
16时26分36秒,0,21.52,0.00,14.98,0.21,0.00,1.48,0.00,0.00,61.81
16时26分36秒,1,43.69,0.00,0.40,0.00,0.00,0.00,0.00,0.00,55.91
16时26分36秒,2,34.55,0.00,4.47,0.20,0.00,0.00,0.00,0.00,60.77
16时26分36秒,3,51.01,0.00,4.44,0.00,0.00,0.00,0.00,0.00,44.56
16时26分41秒,all,42.96,0.00,6.15,0.15,0.00,0.41,0.00,0.00,50.33
16时26分41秒,0,22.13,0.00,13.99,0.42,0.00,1.67,0.00,0.00,61.80
16时26分41秒,1,51.41,0.00,0.60,0.00,0.00,0.00,0.00,0.00,47.99
16时26分41秒,2,42.07,0.00,5.69,0.00,0.00,0.00,0.00,0.00,52.24
16时26分41秒,3,55.96,0.00,4.65,0.00,0.00,0.00,0.00,0.00,39.39
16时26分46秒,all,40.89,0.00,6.02,0.00,0.00,0.36,0.00,0.00,52.73
16时26分46秒,0,21.10,0.00,13.08,0.00,0.00,1.48,0.00,0.00,64.35
16时26分46秒,1,52.41,0.00,0.40,0.00,0.00,0.00,0.00,0.00,47.19
16时26分46秒,2,33.94,0.00,6.30,0.20,0.00,0.00,0.00,0.00,59.55
16时26分46秒,3,54.73,0.00,4.63,0.00,0.00,0.00,0.00,0.00,40.64
16时26分51秒,all,39.90,0.00,6.22,0.10,0.00,0.41,0.00,0.00,53.37
16时26分51秒,0,23.63,0.00,15.19,0.42,0.00,1.69,0.00,0.00,59.07
16时26分51秒,1,47.70,0.00,0.60,0.00,0.00,0.00,0.00,0.00,51.70
16时26分51秒,2,37.27,0.00,5.50,0.00,0.00,0.00,0.00,0.00,57.23
16时26分51秒,3,50.20,0.00,4.23,0.00,0.00,0.00,0.00,0.00,45.56
16时26分56秒,all,42.76,0.00,6.01,0.05,0.00,0.36,0.00,0.00,50.82
16时26分56秒,0,21.22,0.00,13.66,0.21,0.00,1.26,0.00,0.00,63.66
16时26分56秒,1,57.52,0.00,0.60,0.00,0.00,0.00,0.00,0.00,41.88
16时26分56秒,2,37.07,0.00,5.70,0.00,0.00,0.00,0.00,0.00,57.23
16时26分56秒,3,54.12,0.00,4.43,0.00,0.00,0.00,0.00,0.00,41.45
16时27分01秒,all,45.57,0.00,6.73,3.67,0.00,0.31,0.00,0.00,43.73
16时27分01秒,0,22.78,0.00,15.40,14.98,0.00,1.27,0.00,0.00,45.57
16时27分01秒,1,61.65,0.00,0.60,0.00,0.00,0.00,0.00,0.00,37.75
16时27分01秒,2,43.18,0.00,6.72,0.00,0.00,0.00,0.00,0.00,50.10
16时27分01秒,3,53.83,0.00,4.64,0.00,0.00,0.00,0.00,0.00,41.53
16时27分06秒,all,44.65,0.00,8.20,13.14,0.00,0.36,0.00,0.00,33.66
16时27分06秒,0,24.69,0.00,19.46,54.18,0.00,1.46,0.00,0.00,0.21
16时27分06秒,1,65.73,0.00,0.40,0.00,0.00,0.00,0.00,0.00,33.87
16时27分06秒,2,34.08,0.00,6.90,0.00,0.00,0.00,0.00,0.00,59.03
16时27分06秒,3,53.12,0.00,6.44,0.00,0.00,0.00,0.00,0.00,40.44
16时27分11秒,all,51.88,0.00,7.99,12.77,0.00,0.56,0.00,0.00,26.81
16时27分11秒,0,28.24,0.00,20.08,47.49,0.00,2.30,0.00,0.00,1.88
16时27分11秒,1,80.16,0.00,0.60,0.00,0.00,0.00,0.00,0.00,19.24
16时27分11秒,2,42.57,0.00,5.70,0.00,0.00,0.00,0.00,0.00,51.73
16时27分11秒,3,55.65,0.00,6.05,4.64,0.00,0.00,0.00,0.00,33.67
16时27分16秒,all,47.73,0.00,6.42,0.05,0.00,0.25,0.00,0.00,45.54
16时27分16秒,0,22.15,0.00,14.56,0.21,0.00,1.05,0.00,0.00,62.03
16时27分16秒,1,74.70,0.00,0.40,0.00,0.00,0.00,0.00,0.00,24.90
16时27分16秒,2,35.57,0.00,6.91,0.00,0.00,0.00,0.00,0.00,57.52
16时27分16秒,3,57.03,0.00,4.22,0.00,0.00,0.00,0.00,0.00,38.76
16时27分21秒,all,48.17,0.00,6.47,0.56,0.00,0.31,0.00,0.00,44.50
16时27分21秒,0,23.69,0.00,14.26,0.21,0.00,1.47,0.00,0.00,60.38
16时27分21秒,1,69.94,0.00,0.60,0.00,0.00,0.00,0.00,0.00,29.46
16时27分21秒,2,40.97,0.00,5.88,2.23,0.00,0.00,0.00,0.00,50.91
16时27分21秒,3,56.74,0.00,5.43,0.00,0.00,0.00,0.00,0.00,37.83
16时27分26秒,all,51.12,0.00,6.95,0.00,0.00,0.56,0.00,0.00,41.38
16时27分26秒,0,46.09,0.00,13.99,0.00,0.00,2.06,0.00,0.00,37.86
16时27分26秒,1,67.94,0.00,1.00,0.00,0.00,0.00,0.00,0.00,31.06
16时27分26秒,2,36.92,0.00,7.71,0.00,0.00,0.20,0.00,0.00,55.17
16时27分26秒,3,53.02,0.00,5.24,0.00,0.00,0.00,0.00,0.00,41.73
16时27分31秒,all,44.29,0.00,6.81,0.05,0.00,1.07,0.00,0.00,47.79
16时27分31秒,0,31.04,0.00,15.62,0.00,0.00,4.38,0.00,0.00,48.96
16时27分31秒,1,57.75,0.00,0.40,0.00,0.00,0.00,0.00,0.00,41.85
16时27分31秒,2,37.60,0.00,6.30,0.00,0.00,0.00,0.00,0.00,56.10
16时27分31秒,3,50.60,0.00,5.22,0.00,0.00,0.00,0.00,0.00,44.18
16时27分36秒,all,41.62,0.00,6.11,0.00,0.00,0.31,0.00,0.00,51.96
16时27分36秒,0,23.06,0.00,14.05,0.00,0.00,1.26,0.00,0.00,61.64
16时27分36秒,1,58.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,41.40
16时27分36秒,2,36.66,0.00,4.89,0.00,0.00,0.00,0.00,0.00,58.45
16时27分36秒,3,47.78,0.00,5.24,0.00,0.00,0.00,0.00,0.00,46.98
16时27分41秒,all,43.86,0.00,5.76,0.05,0.00,0.25,0.00,0.00,50.08
16时27分41秒,0,22.20,0.00,12.05,0.21,0.00,1.06,0.00,0.00,64.48
16时27分41秒,1,59.56,0.00,0.40,0.00,0.00,0.00,0.00,0.00,40.04
16时27分41秒,2,42.80,0.00,6.69,0.00,0.00,0.00,0.00,0.00,50.51
16时27分41秒,3,50.00,0.00,4.02,0.00,0.00,0.00,0.00,0.00,45.98
16时27分46秒,all,43.75,0.00,6.07,0.00,0.00,0.41,0.00,0.00,49.77
16时27分46秒,0,23.06,0.00,14.26,0.00,0.00,1.89,0.00,0.00,60.80
16时27分46秒,1,62.93,0.00,0.60,0.00,0.00,0.00,0.00,0.00,36.47
16时27分46秒,2,36.73,0.00,5.31,0.00,0.00,0.00,0.00,0.00,57.96
16时27分46秒,3,51.11,0.00,4.63,0.00,0.00,0.00,0.00,0.00,44.27
16时27分51秒,all,46.79,0.00,6.37,0.05,0.00,0.36,0.00,0.00,46.43
16时27分51秒,0,23.21,0.00,14.35,0.21,0.00,1.27,0.00,0.00,60.97
16时27分51秒,1,65.13,0.00,0.40,0.00,0.00,0.00,0.00,0.00,34.47
16时27分51秒,2,40.61,0.00,5.92,0.00,0.00,0.00,0.00,0.00,53.47
16时27分51秒,3,57.03,0.00,5.22,0.00,0.00,0.00,0.00,0.00,37.75
16时27分56秒,all,45.47,0.00,5.86,0.05,0.00,0.36,0.00,0.00,48.27
16时27分56秒,0,25.10,0.00,12.76,0.21,0.00,1.46,0.00,0.00,60.46
16时27分56秒,1,60.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,39.40
16时27分56秒,2,38.57,0.00,6.53,0.00,0.00,0.00,0.00,0.00,54.90
16时27分56秒,3,56.94,0.00,3.82,0.00,0.00,0.00,0.00,0.00,39.24
16时28分01秒,all,46.73,0.00,7.19,3.16,0.00,0.41,0.00,0.00,42.50
16时28分01秒,0,26.95,0.00,16.63,2.32,0.00,1.68,0.00,0.00,52.42
16时28分01秒,1,61.04,0.00,0.60,0.00,0.00,0.00,0.00,0.00,38.35
16时28分01秒,2,37.55,0.00,7.35,10.41,0.00,0.00,0.00,0.00,44.69
16时28分01秒,3,60.69,0.00,4.44,0.00,0.00,0.00,0.00,0.00,34.88
16时28分06秒,all,48.68,0.00,8.86,12.12,0.00,0.36,0.00,0.00,29.99
16时28分06秒,0,25.73,0.00,20.71,42.26,0.00,1.67,0.00,0.00,9.62
16时28分06秒,1,59.04,0.00,0.80,0.00,0.00,0.00,0.00,0.00,40.16
16时28分06秒,2,40.77,0.00,8.11,7.51,0.00,0.00,0.00,0.00,43.61
16时28分06秒,3,67.87,0.00,6.22,0.00,0.00,0.00,0.00,0.00,25.90
16时28分11秒,all,47.81,0.00,7.59,4.13,0.00,0.36,0.00,0.00,40.11
16时28分11秒,0,24.74,0.00,17.82,16.14,0.00,1.47,0.00,0.00,39.83
16时28分11秒,1,61.45,0.00,0.80,0.00,0.00,0.00,0.00,0.00,37.75
16时28分11秒,2,38.93,0.00,8.20,0.82,0.00,0.00,0.00,0.00,52.05
16时28分11秒,3,64.99,0.00,4.23,0.00,0.00,0.00,0.00,0.00,30.78
16时28分16秒,all,47.84,0.00,6.67,0.97,0.00,0.36,0.00,0.00,44.17
16时28分16秒,0,24.53,0.00,15.09,0.00,0.00,1.26,0.00,0.00,59.12
16时28分16秒,1,59.32,0.00,0.80,0.00,0.00,0.00,0.00,0.00,39.88
16时28分16秒,2,42.60,0.00,6.69,0.00,0.00,0.00,0.00,0.00,50.71
16时28分16秒,3,64.11,0.00,4.44,3.63,0.00,0.00,0.00,0.00,27.82
16时28分21秒,all,42.67,0.00,6.06,0.00,0.00,0.31,0.00,0.00,50.97
16时28分21秒,0,22.95,0.00,13.05,0.21,0.00,1.26,0.00,0.00,62.53
16时28分21秒,1,54.62,0.00,0.60,0.00,0.00,0.00,0.00,0.00,44.78
16时28分21秒,2,39.80,0.00,6.46,0.00,0.00,0.00,0.00,0.00,53.74
16时28分21秒,3,52.22,0.00,4.44,0.00,0.00,0.00,0.00,0.00,43.35
16时28分26秒,all,43.61,0.00,6.21,0.05,0.00,0.36,0.00,0.00,49.77
16时28分26秒,0,22.74,0.00,13.68,0.00,0.00,1.47,0.00,0.00,62.11
16时28分26秒,1,60.72,0.00,0.40,0.00,0.00,0.00,0.00,0.00,38.88
16时28分26秒,2,40.45,0.00,5.69,0.00,0.00,0.00,0.00,0.00,53.86
16时28分26秒,3,49.70,0.00,5.23,0.00,0.00,0.00,0.00,0.00,45.07
16时28分31秒,all,43.28,0.00,6.11,0.05,0.00,0.31,0.00,0.00,50.25
16时28分31秒,0,23.22,0.00,13.81,0.42,0.00,1.26,0.00,0.00,61.30
16时28分31秒,1,56.02,0.00,0.40,0.00,0.00,0.00,0.00,0.00,43.57
16时28分31秒,2,35.57,0.00,6.91,0.00,0.00,0.00,0.00,0.00,57.52
16时28分31秒,3,57.26,0.00,3.83,0.00,0.00,0.00,0.00,0.00,38.91
16时28分36秒,all,42.08,0.00,5.96,0.00,0.00,0.41,0.00,0.00,51.55
16时28分36秒,0,23.58,0.00,12.42,0.00,0.00,1.68,0.00,0.00,62.32
16时28分36秒,1,53.21,0.00,0.40,0.00,0.00,0.00,0.00,0.00,46.39
16时28分36秒,2,39.35,0.00,7.30,0.00,0.00,0.00,0.00,0.00,53.35
16时28分36秒,3,51.31,0.00,4.02,0.00,0.00,0.00,0.00,0.00,44.67
16时28分41秒,all,43.07,0.00,6.44,0.00,0.00,0.36,0.00,0.00,50.13
16时28分41秒,0,22.66,0.00,14.76,0.00,0.00,1.46,0.00,0.00,61.12
16时28分41秒,1,55.31,0.00,0.60,0.00,0.00,0.00,0.00,0.00,44.09
16时28分41秒,2,40.73,0.00,6.25,0.00,0.00,0.00,0.00,0.00,53.02
16时28分41秒,3,53.02,0.00,4.44,0.20,0.00,0.00,0.00,0.00,42.34
16时28分46秒,all,44.55,0.00,6.34,0.00,0.00,0.35,0.00,0.00,48.76
16时28分46秒,0,23.70,0.00,13.10,0.00,0.00,1.46,0.00,0.00,61.75
16时28分46秒,1,62.67,0.00,0.60,0.00,0.00,0.00,0.00,0.00,36.73
16时28分46秒,2,34.62,0.00,8.10,0.00,0.00,0.00,0.00,0.00,57.29
16时28分46秒,3,56.25,0.00,3.83,0.00,0.00,0.00,0.00,0.00,39.92
16时28分51秒,all,48.91,0.00,6.69,0.10,0.00,0.46,0.00,0.00,43.84
16时28分51秒,0,24.02,0.00,15.11,0.00,0.00,1.86,0.00,0.00,59.01
16时28分51秒,1,73.29,0.00,0.60,0.00,0.00,0.00,0.00,0.00,26.10
16时28分51秒,2,41.41,0.00,7.07,0.20,0.00,0.00,0.00,0.00,51.31
16时28分51秒,3,56.22,0.00,4.22,0.00,0.00,0.00,0.00,0.00,39.56
16时28分56秒,all,44.26,0.00,6.40,0.00,0.00,0.51,0.00,0.00,48.83
16时28分56秒,0,25.99,0.00,14.35,0.00,0.00,2.08,0.00,0.00,57.59
16时28分56秒,1,59.12,0.00,0.60,0.00,0.00,0.00,0.00,0.00,40.28
16时28分56秒,2,36.92,0.00,6.90,0.20,0.00,0.00,0.00,0.00,55.98
16时28分56秒,3,54.12,0.00,4.23,0.00,0.00,0.00,0.00,0.00,41.65
16时29分01秒,all,43.26,0.00,7.51,3.09,0.00,0.41,0.00,0.00,45.74
16时29分01秒,0,24.02,0.00,16.98,12.42,0.00,1.66,0.00,0.00,44.93
16时29分01秒,1,56.71,0.00,1.00,0.00,0.00,0.00,0.00,0.00,42.28
16时29分01秒,2,39.18,0.00,7.76,0.00,0.00,0.00,0.00,0.00,53.06
16时29分01秒,3,52.62,0.00,4.23,0.00,0.00,0.00,0.00,0.00,43.15
16时29分06秒,all,40.20,0.00,8.68,14.77,0.00,0.41,0.00,0.00,35.94
16时29分06秒,0,25.00,0.00,19.83,53.51,0.00,1.65,0.00,0.00,0.00
16时29分06秒,1,48.50,0.00,1.00,0.00,0.00,0.00,0.00,0.00,50.50
16时29分06秒,2,35.64,0.00,7.94,0.00,0.00,0.00,0.00,0.00,56.42
16时29分06秒,3,51.11,0.00,6.44,6.44,0.00,0.00,0.00,0.00,36.02
16时29分11秒,all,42.87,0.00,7.91,11.72,0.00,0.51,0.00,0.00,36.99
16时29分11秒,0,25.16,0.00,18.30,47.82,0.00,2.08,0.00,0.00,6.65
16时29分11秒,1,48.49,0.00,0.80,0.00,0.00,0.00,0.00,0.00,50.70
16时29分11秒,2,42.89,0.00,6.71,0.00,0.00,0.00,0.00,0.00,50.41
16时29分11秒,3,54.51,0.00,6.01,0.00,0.00,0.00,0.00,0.00,39.48
16时29分16秒,all,39.92,0.00,6.25,0.00,0.00,0.36,0.00,0.00,53.48
16时29分16秒,0,22.98,0.00,13.87,0.21,0.00,1.45,0.00,0.00,61.49
16时29分16秒,1,47.60,0.00,0.80,0.00,0.00,0.00,0.00,0.00,51.60
16时29分16秒,2,34.96,0.00,6.50,0.00,0.00,0.00,0.00,0.00,58.54
16时29分16秒,3,53.52,0.00,4.23,0.00,0.00,0.00,0.00,0.00,42.25
16时29分21秒,all,42.12,0.00,6.74,0.05,0.00,0.41,0.00,0.00,50.68
16时29分21秒,0,23.19,0.00,15.32,0.21,0.00,1.66,0.00,0.00,59.63
16时29分21秒,1,53.41,0.00,0.80,0.00,0.00,0.00,0.00,0.00,45.78
16时29分21秒,2,39.39,0.00,7.07,0.00,0.00,0.00,0.00,0.00,53.54
16时29分21秒,3,51.81,0.00,4.23,0.00,0.00,0.00,0.00,0.00,43.95
16时29分26秒,all,43.15,0.00,6.64,0.05,0.00,0.35,0.00,0.00,49.80
16时29分26秒,0,22.45,0.00,14.76,0.21,0.00,1.46,0.00,0.00,61.12
16时29分26秒,1,59.04,0.00,0.40,0.00,0.00,0.00,0.00,0.00,40.56
16时29分26秒,2,36.92,0.00,6.29,0.00,0.00,0.00,0.00,0.00,56.80
16时29分26秒,3,53.51,0.00,5.21,0.00,0.00,0.00,0.00,0.00,41.28
16时29分31秒,all,46.95,0.00,5.91,0.00,0.00,0.41,0.00,0.00,46.74
16时29分31秒,0,23.37,0.00,12.84,0.00,0.00,1.68,0.00,0.00,62.11
16时29分31秒,1,63.53,0.00,0.40,0.00,0.00,0.00,0.00,0.00,36.07
16时29分31秒,2,42.02,0.00,6.06,0.00,0.00,0.00,0.00,0.00,51.92
16时29分31秒,3,57.98,0.00,4.44,0.00,0.00,0.00,0.00,0.00,37.58
16时29分36秒,all,42.42,0.00,6.15,0.05,0.00,0.31,0.00,0.00,51.07
16时29分36秒,0,22.64,0.00,13.42,0.00,0.00,1.26,0.00,0.00,62.68
16时29分36秒,1,53.11,0.00,0.40,0.00,0.00,0.00,0.00,0.00,46.49
16时29分36秒,2,34.15,0.00,6.10,0.00,0.00,0.00,0.00,0.00,59.76
16时29分36秒,3,58.95,0.00,5.03,0.00,0.00,0.00,0.00,0.00,36.02
16时29分41秒,all,43.77,0.00,6.21,0.00,0.00,0.41,0.00,0.00,49.62
16时29分41秒,0,22.43,0.00,13.00,0.21,0.00,1.68,0.00,0.00,62.68
16时29分41秒,1,51.10,0.00,1.20,0.00,0.00,0.00,0.00,0.00,47.70
16时29分41秒,2,42.71,0.00,6.88,0.00,0.00,0.00,0.00,0.00,50.40
16时29分41秒,3,57.66,0.00,4.23,0.00,0.00,0.00,0.00,0.00,38.10
16时29分46秒,all,40.45,0.00,6.45,0.00,0.00,0.36,0.00,0.00,52.74
16时29分46秒,0,22.87,0.00,13.51,0.00,0.00,1.25,0.00,0.00,62.37
16时29分46秒,1,47.59,0.00,0.80,0.00,0.00,0.00,0.00,0.00,51.61
16时29分46秒,2,36.84,0.00,6.48,0.00,0.00,0.00,0.00,0.00,56.68
16时29分46秒,3,54.03,0.00,5.04,0.00,0.00,0.00,0.00,0.00,40.93
16时29分51秒,all,42.35,0.00,6.96,0.05,0.00,0.36,0.00,0.00,50.28
16时29分51秒,0,24.17,0.00,16.46,0.00,0.00,1.67,0.00,0.00,57.71
16时29分51秒,1,55.82,0.00,0.80,0.00,0.00,0.00,0.00,0.00,43.37
16时29分51秒,2,37.53,0.00,6.09,0.00,0.00,0.00,0.00,0.00,56.39
16时29分51秒,3,51.31,0.00,5.03,0.00,0.00,0.00,0.00,0.00,43.66
16时29分56秒,all,43.92,0.00,6.20,0.36,0.00,0.46,0.00,0.00,49.06
16时29分56秒,0,22.80,0.00,14.02,1.46,0.00,1.67,0.00,0.00,60.04
16时29分56秒,1,57.03,0.00,0.60,0.00,0.00,0.00,0.00,0.00,42.37
16时29分56秒,2,40.16,0.00,6.29,0.20,0.00,0.00,0.00,0.00,53.35
16时29分56秒,3,54.82,0.00,4.22,0.00,0.00,0.00,0.00,0.00,40.96
16时30分01秒,all,40.73,0.00,7.31,3.25,0.00,0.30,0.00,0.00,48.40
16时30分01秒,0,22.66,0.00,17.26,13.31,0.00,1.25,0.00,0.00,45.53
16时30分01秒,1,51.90,0.00,0.60,0.00,0.00,0.00,0.00,0.00,47.49
16时30分01秒,2,36.81,0.00,7.77,0.00,0.00,0.00,0.00,0.00,55.42
16时30分01秒,3,50.91,0.00,3.82,0.00,0.00,0.00,0.00,0.00,45.27
16时30分06秒,all,40.45,0.00,8.46,13.14,0.00,0.36,0.00,0.00,37.60
16时30分06秒,0,24.22,0.00,20.46,53.86,0.00,1.46,0.00,0.00,0.00
16时30分06秒,1,46.17,0.00,1.01,0.00,0.00,0.00,0.00,0.00,52.82
16时30分06秒,2,38.54,0.00,7.30,0.00,0.00,0.00,0.00,0.00,54.16
16时30分06秒,3,52.12,0.00,5.66,0.00,0.00,0.00,0.00,0.00,42.22
16时30分11秒,all,40.52,0.00,7.02,9.66,0.00,0.31,0.00,0.00,42.50
16时30分11秒,0,22.08,0.00,15.42,39.38,0.00,1.25,0.00,0.00,21.88
16时30分11秒,1,50.10,0.00,0.80,0.00,0.00,0.00,0.00,0.00,49.10
16时30分11秒,2,33.20,0.00,7.13,0.00,0.00,0.00,0.00,0.00,59.67
16时30分11秒,3,55.94,0.00,4.83,0.20,0.00,0.00,0.00,0.00,39.03
16时30分16秒,all,44.07,0.00,6.41,0.97,0.00,0.20,0.00,0.00,48.35
16时30分16秒,0,21.46,0.00,15.00,0.21,0.00,0.83,0.00,0.00,62.50
16时30分16秒,1,61.12,0.00,0.20,0.00,0.00,0.00,0.00,0.00,38.68
16时30分16秒,2,39.63,0.00,6.10,0.00,0.00,0.00,0.00,0.00,54.27
16时30分16秒,3,53.44,0.00,4.66,3.64,0.00,0.00,0.00,0.00,38.26
Average:,all,41.61,0.00,6.41,2.15,0.00,0.35,0.00,0.00,49.48
Average:,0,22.35,0.00,14.59,8.22,0.00,1.41,0.00,0.00,53.43
Average:,1,52.07,0.00,0.72,0.01,0.00,0.00,0.00,0.00,47.20
Average:,2,35.14,0.00,6.15,0.45,0.00,0.00,0.00,0.00,58.25
