16时00分16秒,cpu,%usr,%nice,%sys,%iowait,%irq,%soft,%steal,%guest,%idle
16时10分11秒,1,45.47,0.00,0.80,0.00,0.00,0.00,0.00,0.00,53.72
16时10分11秒,2,33.27,0.00,6.12,0.00,0.00,0.00,0.00,0.00,60.61
16时10分11秒,3,63.65,0.00,5.02,0.00,0.00,0.00,0.00,0.00,31.33
16时10分16秒,all,41.24,0.00,6.01,0.15,0.00,0.41,0.00,0.00,52.19
16时10分16秒,0,21.47,0.00,13.68,0.42,0.00,1.47,0.00,0.00,62.95
16时10分16秒,1,47.59,0.00,0.60,0.00,0.00,0.00,0.00,0.00,51.81
16时10分16秒,2,32.65,0.00,5.31,0.00,0.00,0.00,0.00,0.00,62.04
16时10分16秒,3,62.32,0.00,4.61,0.20,0.00,0.00,0.00,0.00,32.87
16时10分21秒,all,41.76,0.00,5.81,0.05,0.00,0.56,0.00,0.00,51.81
16时10分21秒,0,23.38,0.00,13.36,0.00,0.00,2.51,0.00,0.00,60.75
16时10分21秒,1,49.40,0.00,0.80,0.00,0.00,0.00,0.00,0.00,49.80
16时10分21秒,2,32.45,0.00,5.71,0.20,0.00,0.00,0.00,0.00,61.63
16时10分21秒,3,60.81,0.00,3.64,0.00,0.00,0.00,0.00,0.00,35.56
16时10分26秒,all,41.78,0.00,5.80,0.00,0.00,0.31,0.00,0.00,52.11
16时10分26秒,0,22.50,0.00,12.92,0.00,0.00,1.25,0.00,0.00,63.33
16时10分26秒,1,49.10,0.00,0.80,0.00,0.00,0.00,0.00,0.00,50.10
16时10分26秒,2,32.24,0.00,5.51,0.20,0.00,0.00,0.00,0.00,62.04
16时10分26秒,3,62.25,0.00,4.42,0.00,0.00,0.00,0.00,0.00,33.33
16时10分31秒,all,43.61,0.00,5.65,0.05,0.00,0.36,0.00,0.00,50.33
16时10分31秒,0,21.89,0.00,11.37,0.00,0.00,1.47,0.00,0.00,65.26
16时10分31秒,1,53.21,0.00,1.00,0.00,0.00,0.00,0.00,0.00,45.78
16时10分31秒,2,32.52,0.00,6.13,0.00,0.00,0.00,0.00,0.00,61.35
16时10分31秒,3,65.80,0.00,4.20,0.00,0.00,0.00,0.00,0.00,30.00
16时10分36秒,all,42.27,0.00,5.90,0.00,0.00,0.36,0.00,0.00,51.48
16时10分36秒,0,21.37,0.00,13.28,0.00,0.00,1.45,0.00,0.00,63.90
16时10分36秒,1,51.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,48.19
16时10分36秒,2,33.27,0.00,5.71,0.20,0.00,0.00,0.00,0.00,60.82
16时10分36秒,3,62.50,0.00,4.03,0.00,0.00,0.00,0.00,0.00,33.47
16时10分41秒,all,41.66,0.00,6.00,0.05,0.00,0.36,0.00,0.00,51.93
16时10分41秒,0,20.92,0.00,13.81,0.00,0.00,1.26,0.00,0.00,64.02
16时10分41秒,1,52.61,0.00,0.80,0.00,0.00,0.00,0.00,0.00,46.59
16时10分41秒,2,32.24,0.00,5.71,0.00,0.00,0.00,0.00,0.00,62.04
16时10分41秒,3,60.04,0.00,4.22,0.00,0.00,0.00,0.00,0.00,35.74
16时10分46秒,all,40.74,0.00,5.56,0.05,0.00,0.25,0.00,0.00,53.39
16时10分46秒,0,20.84,0.00,12.00,0.00,0.00,1.26,0.00,0.00,65.89
16时10分46秒,1,53.31,0.00,0.60,0.00,0.00,0.00,0.00,0.00,46.09
16时10分46秒,2,32.18,0.00,5.91,0.20,0.00,0.00,0.00,0.00,61.71
16时10分46秒,3,55.42,0.00,4.02,0.00,0.00,0.00,0.00,0.00,40.56
16时10分51秒,all,47.28,0.00,6.56,0.10,0.00,0.56,0.00,0.00,45.50
16时10分51秒,0,24.58,0.00,14.29,0.00,0.00,2.31,0.00,0.00,58.82
16时10分51秒,1,64.59,0.00,1.01,0.00,0.00,0.00,0.00,0.00,34.41
16时10分51秒,2,37.85,0.00,5.67,0.40,0.00,0.20,0.00,0.00,55.87
16时10分51秒,3,61.12,0.00,5.41,0.00,0.00,0.00,0.00,0.00,33.47
16时10分56秒,all,49.32,0.00,6.64,0.05,0.00,0.51,0.00,0.00,43.49
16时10分56秒,0,22.38,0.00,13.81,0.00,0.00,1.88,0.00,0.00,61.92
16时10分56秒,1,80.40,0.00,0.40,0.00,0.00,0.00,0.00,0.00,19.20
16时10分56秒,2,35.28,0.00,7.26,0.20,0.00,0.00,0.00,0.00,57.26
16时10分56秒,3,57.92,0.00,5.61,0.00,0.00,0.00,0.00,0.00,36.47
16时11分01秒,all,47.49,0.00,6.81,2.89,0.00,0.41,0.00,0.00,42.41
16时11分01秒,0,23.70,0.00,14.35,11.64,0.00,1.66,0.00,0.00,48.65
16时11分01秒,1,68.47,0.00,0.80,0.00,0.00,0.00,0.00,0.00,30.72
16时11分01秒,2,37.98,0.00,7.07,0.20,0.00,0.00,0.00,0.00,54.75
16时11分01秒,3,58.95,0.00,5.23,0.00,0.00,0.00,0.00,0.00,35.81
16时11分06秒,all,45.14,0.00,9.11,11.79,0.00,0.51,0.00,0.00,33.45
16时11分06秒,0,25.98,0.00,22.47,41.44,0.00,2.06,0.00,0.00,8.04
16时11分06秒,1,60.84,0.00,0.80,0.00,0.00,0.00,0.00,0.00,38.35
16时11分06秒,2,34.22,0.00,7.94,0.41,0.00,0.00,0.00,0.00,57.43
16时11分06秒,3,59.04,0.00,5.42,5.82,0.00,0.00,0.00,0.00,29.72
16时11分11秒,all,50.78,0.00,8.41,7.19,0.00,0.46,0.00,0.00,33.16
16时11分11秒,0,36.89,0.00,19.88,16.39,0.00,1.84,0.00,0.00,25.00
16时11分11秒,1,64.86,0.00,1.00,0.00,0.00,0.00,0.00,0.00,34.14
16时11分11秒,2,39.71,0.00,7.54,0.00,0.00,0.00,0.00,0.00,52.75
16时11分11秒,3,61.32,0.00,5.41,12.63,0.00,0.00,0.00,0.00,20.64
16时11分16秒,all,44.96,0.00,6.89,0.20,0.00,0.46,0.00,0.00,47.49
16时11分16秒,0,25.87,0.00,16.22,0.62,0.00,1.85,0.00,0.00,55.44
16时11分16秒,1,57.83,0.00,0.80,0.00,0.00,0.00,0.00,0.00,41.37
16时11分16秒,2,36.69,0.00,6.85,0.40,0.00,0.00,0.00,0.00,56.05
16时11分16秒,3,58.72,0.00,4.01,0.00,0.00,0.00,0.00,0.00,37.27
16时11分21秒,all,43.86,0.00,6.80,0.05,0.00,0.76,0.00,0.00,48.53
16时11分21秒,0,25.98,0.00,15.05,0.00,0.00,3.09,0.00,0.00,55.88
16时11分21秒,1,59.64,0.00,1.00,0.00,0.00,0.00,0.00,0.00,39.36
16时11分21秒,2,35.79,0.00,7.36,0.20,0.00,0.00,0.00,0.00,56.65
16时11分21秒,3,53.32,0.00,4.02,0.00,0.00,0.00,0.00,0.00,42.66
16时11分26秒,all,42.65,0.00,6.43,1.87,0.00,0.46,0.00,0.00,48.58
16时11分26秒,0,23.81,0.00,14.91,0.00,0.00,1.66,0.00,0.00,59.63
16时11分26秒,1,53.92,0.00,0.60,0.00,0.00,0.00,0.00,0.00,45.47
16时11分26秒,2,39.31,0.00,6.52,7.33,0.00,0.00,0.00,0.00,46.84
16时11分26秒,3,53.01,0.00,3.82,0.00,0.00,0.00,0.00,0.00,43.17
16时11分31秒,all,39.28,0.00,5.74,0.05,0.00,0.36,0.00,0.00,54.57
16时11分31秒,0,19.59,0.00,12.99,0.00,0.00,1.65,0.00,0.00,65.77
16时11分31秒,1,51.41,0.00,0.40,0.00,0.00,0.00,0.00,0.00,48.19
16时11分31秒,2,32.65,0.00,5.31,0.00,0.00,0.00,0.00,0.00,62.04
16时11分31秒,3,53.00,0.00,4.40,0.20,0.00,0.00,0.00,0.00,42.40
16时11分36秒,all,41.62,0.00,6.06,0.00,0.00,0.31,0.00,0.00,52.01
16时11分36秒,0,20.00,0.00,14.17,0.00,0.00,1.25,0.00,0.00,64.58
16时11分36秒,1,53.52,0.00,1.21,0.00,0.00,0.00,0.00,0.00,45.27
16时11分36秒,2,37.01,0.00,5.32,0.00,0.00,0.00,0.00,0.00,57.67
16时11分36秒,3,54.95,0.00,4.04,0.00,0.00,0.00,0.00,0.00,41.01
16时11分41秒,all,38.55,0.00,6.04,0.00,0.00,0.25,0.00,0.00,55.15
16时11分41秒,0,20.54,0.00,13.07,0.00,0.00,1.04,0.00,0.00,65.35
16时11分41秒,1,49.20,0.00,0.60,0.00,0.00,0.00,0.00,0.00,50.20
16时11分41秒,2,33.13,0.00,6.30,0.00,0.00,0.00,0.00,0.00,60.57
16时11分41秒,3,51.00,0.00,4.42,0.00,0.00,0.00,0.00,0.00,44.58
16时11分46秒,all,43.46,0.00,6.11,0.00,0.00,0.36,0.00,0.00,50.08
16时11分46秒,0,20.34,0.00,13.63,0.00,0.00,1.26,0.00,0.00,64.78
16时11分46秒,1,57.92,0.00,0.80,0.00,0.00,0.00,0.00,0.00,41.28
16时11分46秒,2,37.68,0.00,6.11,0.00,0.00,0.00,0.00,0.00,56.21
16时11分46秒,3,56.85,0.00,4.23,0.00,0.00,0.00,0.00,0.00,38.91
16时11分51秒,all,44.60,0.00,6.21,0.05,0.00,0.25,0.00,0.00,48.88
16时11分51秒,0,19.67,0.00,13.39,0.00,0.00,1.05,0.00,0.00,65.90
16时11分51秒,1,62.78,0.00,0.60,0.00,0.00,0.00,0.00,0.00,36.62
16时11分51秒,2,32.11,0.00,7.11,0.20,0.00,0.00,0.00,0.00,60.57
16时11分51秒,3,62.78,0.00,4.02,0.00,0.00,0.00,0.00,0.00,33.20
16时11分56秒,all,44.33,0.00,6.21,0.05,0.00,0.31,0.00,0.00,49.11
16时11分56秒,0,24.22,0.00,13.99,0.00,0.00,1.25,0.00,0.00,60.54
16时11分56秒,1,58.63,0.00,0.80,0.00,0.00,0.00,0.00,0.00,40.56
16时11分56秒,2,38.37,0.00,6.53,0.20,0.00,0.00,0.00,0.00,54.90
16时11分56秒,3,55.11,0.00,3.81,0.00,0.00,0.00,0.00,0.00,41.08
16时12分01秒,all,42.49,0.00,6.92,2.39,0.00,0.31,0.00,0.00,47.89
16时12分01秒,0,21.34,0.00,15.69,9.62,0.00,1.26,0.00,0.00,52.09
16时12分01秒,1,57.86,0.00,1.01,0.00,0.00,0.00,0.00,0.00,41.13
16时12分01秒,2,32.86,0.00,7.71,0.20,0.00,0.00,0.00,0.00,59.23
16时12分01秒,3,56.83,0.00,3.82,0.00,0.00,0.00,0.00,0.00,39.36
16时12分06秒,all,45.25,0.00,9.20,12.61,0.00,0.36,0.00,0.00,32.59
16时12分06秒,0,24.69,0.00,22.41,51.24,0.00,1.66,0.00,0.00,0.00
16时12分06秒,1,57.43,0.00,1.00,0.00,0.00,0.00,0.00,0.00,41.57
16时12分06秒,2,38.90,0.00,7.54,0.20,0.00,0.00,0.00,0.00,53.36
16时12分06秒,3,59.48,0.00,5.85,0.00,0.00,0.00,0.00,0.00,34.68
16时12分11秒,all,48.32,0.00,6.47,6.67,0.00,0.36,0.00,0.00,38.19
16时12分11秒,0,23.22,0.00,14.44,27.20,0.00,1.46,0.00,0.00,33.68
16时12分11秒,1,74.30,0.00,0.80,0.00,0.00,0.00,0.00,0.00,24.90
16时12分11秒,2,34.97,0.00,6.75,0.00,0.00,0.00,0.00,0.00,58.28
16时12分11秒,3,59.56,0.00,4.43,0.00,0.00,0.00,0.00,0.00,36.02
16时12分16秒,all,55.53,0.00,6.62,0.41,0.00,0.31,0.00,0.00,37.14
16时12分16秒,0,24.22,0.00,15.24,0.00,0.00,1.04,0.00,0.00,59.50
16时12分16秒,1,99.60,0.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00
16时12分16秒,2,36.73,0.00,6.73,1.84,0.00,0.00,0.00,0.00,54.69
16时12分16秒,3,59.92,0.00,4.45,0.00,0.00,0.00,0.00,0.00,35.63
16时12分21秒,all,52.97,0.00,6.25,0.05,0.00,0.31,0.00,0.00,40.42
16时12分21秒,0,23.38,0.00,13.57,0.00,0.00,1.25,0.00,0.00,61.80
16时12分21秒,1,82.29,0.00,0.40,0.00,0.00,0.00,0.00,0.00,17.30
16时12分21秒,2,42.77,0.00,6.52,0.00,0.00,0.00,0.00,0.00,50.71
16时12分21秒,3,62.12,0.00,4.61,0.20,0.00,0.00,0.00,0.00,33.07
16时12分26秒,all,43.91,0.00,5.91,0.05,0.00,0.20,0.00,0.00,49.92
16时12分26秒,0,21.09,0.00,12.73,0.00,0.00,1.04,0.00,0.00,65.14
16时12分26秒,1,58.84,0.00,0.60,0.00,0.00,0.00,0.00,0.00,40.56
16时12分26秒,2,33.95,0.00,6.34,0.00,0.00,0.00,0.00,0.00,59.71
16时12分26秒,3,60.72,0.00,4.41,0.00,0.00,0.00,0.00,0.00,34.87
16时12分31秒,all,45.26,0.00,6.01,0.00,0.00,0.41,0.00,0.00,48.32
16时12分31秒,0,21.80,0.00,13.84,0.00,0.00,1.47,0.00,0.00,62.89
16时12分31秒,1,64.06,0.00,0.60,0.00,0.00,0.00,0.00,0.00,35.34
16时12分31秒,2,40.70,0.00,5.73,0.00,0.00,0.00,0.00,0.00,53.58
16时12分31秒,3,53.63,0.00,4.03,0.00,0.00,0.00,0.00,0.00,42.34
16时12分36秒,all,44.11,0.00,6.32,0.00,0.00,0.36,0.00,0.00,49.21
16时12分36秒,0,27.65,0.00,13.72,0.00,0.00,1.46,0.00,0.00,57.17
16时12分36秒,1,56.94,0.00,1.01,0.00,0.00,0.00,0.00,0.00,42.05
16时12分36秒,2,33.33,0.00,6.75,0.20,0.00,0.00,0.00,0.00,59.71
16时12分36秒,3,57.66,0.00,4.23,0.00,0.00,0.00,0.00,0.00,38.10
16时12分41秒,all,42.14,0.00,5.80,0.25,0.00,0.20,0.00,0.00,51.60
16时12分41秒,0,21.62,0.00,12.47,0.42,0.00,1.04,0.00,0.00,64.45
16时12分41秒,1,46.79,0.00,1.00,0.00,0.00,0.00,0.00,0.00,52.21
16时12分41秒,2,39.67,0.00,6.54,0.41,0.00,0.00,0.00,0.00,53.37
16时12分41秒,3,59.84,0.00,3.41,0.00,0.00,0.00,0.00,0.00,36.75
16时12分46秒,all,39.30,0.00,6.10,0.00,0.00,0.36,0.00,0.00,54.25
16时12分46秒,0,21.83,0.00,13.10,0.21,0.00,1.25,0.00,0.00,63.62
16时12分46秒,1,46.59,0.00,1.00,0.00,0.00,0.00,0.00,0.00,52.41
16时12分46秒,2,33.06,0.00,6.53,0.00,0.00,0.20,0.00,0.00,60.20
16时12分46秒,3,54.93,0.00,3.62,0.00,0.00,0.00,0.00,0.00,41.45
16时12分51秒,all,42.54,0.00,6.32,0.10,0.00,0.31,0.00,0.00,50.74
16时12分51秒,0,22.45,0.00,15.38,0.42,0.00,1.25,0.00,0.00,60.50
16时12分51秒,1,48.49,0.00,0.60,0.00,0.00,0.00,0.00,0.00,50.91
16时12分51秒,2,39.06,0.00,5.93,0.00,0.00,0.00,0.00,0.00,55.01
16时12分51秒,3,59.56,0.00,3.82,0.00,0.00,0.00,0.00,0.00,36.62
16时12分56秒,all,41.98,0.00,6.11,0.05,0.00,0.36,0.00,0.00,51.50
16时12分56秒,0,22.45,0.00,13.31,0.00,0.00,1.66,0.00,0.00,62.58
16时12分56秒,1,49.60,0.00,0.80,0.00,0.00,0.00,0.00,0.00,49.60
16时12分56秒,2,34.08,0.00,6.73,0.00,0.00,0.00,0.00,0.00,59.18
16时12分56秒,3,60.97,0.00,4.02,0.00,0.00,0.00,0.00,0.00,35.01
16时13分01秒,all,42.12,0.00,6.71,2.64,0.00,0.36,0.00,0.00,48.17
16时13分01秒,0,22.87,0.00,15.80,11.02,0.00,1.25,0.00,0.00,49.06
16时13分01秒,1,49.20,0.00,1.00,0.00,0.00,0.00,0.00,0.00,49.80
16时13分01秒,2,36.05,0.00,5.70,0.00,0.00,0.00,0.00,0.00,58.25
16时13分01秒,3,59.52,0.00,4.61,0.00,0.00,0.00,0.00,0.00,35.87
16时13分06秒,all,39.94,0.00,7.85,14.06,0.00,0.36,0.00,0.00,37.80
16时13分06秒,0,21.55,0.00,19.25,57.74,0.00,1.46,0.00,0.00,0.00
16时13分06秒,1,46.28,0.00,0.60,0.00,0.00,0.00,0.00,0.00,53.12
16时13分06秒,2,34.42,0.00,6.31,0.00,0.00,0.00,0.00,0.00,59.27
16时13分06秒,3,56.97,0.00,5.45,0.00,0.00,0.00,0.00,0.00,37.58
16时13分11秒,all,40.82,0.00,7.52,14.23,0.00,0.25,0.00,0.00,37.16
16时13分11秒,0,22.82,0.00,18.05,58.09,0.00,1.04,0.00,0.00,0.00
16时13分11秒,1,49.20,0.00,1.00,0.00,0.00,0.00,0.00,0.00,49.80
16时13分11秒,2,32.45,0.00,6.33,0.00,0.00,0.00,0.00,0.00,61.22
16时13分11秒,3,58.03,0.00,5.22,0.00,0.00,0.00,0.00,0.00,36.75
16时13分16秒,all,39.70,0.00,6.29,1.62,0.00,0.25,0.00,0.00,52.13
16时13分16秒,0,24.02,0.00,14.49,6.42,0.00,1.04,0.00,0.00,54.04
16时13分16秒,1,45.18,0.00,0.60,0.00,0.00,0.00,0.00,0.00,54.22
16时13分16秒,2,33.54,0.00,6.10,0.00,0.00,0.00,0.00,0.00,60.37
16时13分16秒,3,55.65,0.00,4.23,0.00,0.00,0.00,0.00,0.00,40.12
16时13分21秒,all,38.36,0.00,5.76,1.63,0.00,0.36,0.00,0.00,53.90
16时13分21秒,0,20.50,0.00,13.39,0.00,0.00,1.46,0.00,0.00,64.64
16时13分21秒,1,43.98,0.00,0.60,0.00,0.00,0.00,0.00,0.00,55.42
16时13分21秒,2,34.36,0.00,5.52,6.54,0.00,0.00,0.00,0.00,53.58
16时13分21秒,3,53.82,0.00,3.61,0.00,0.00,0.00,0.00,0.00,42.57
16时13分26秒,all,38.20,0.00,6.05,0.00,0.00,0.25,0.00,0.00,55.49
16时13分26秒,0,20.96,0.00,13.63,0.21,0.00,1.05,0.00,0.00,64.15
16时13分26秒,1,43.57,0.00,1.20,0.00,0.00,0.00,0.00,0.00,55.22
16时13分26秒,2,33.54,0.00,5.89,0.00,0.00,0.00,0.00,0.00,60.57
16时13分26秒,3,54.03,0.00,3.63,0.00,0.00,0.00,0.00,0.00,42.34
16时13分31秒,all,38.02,0.00,5.90,0.05,0.00,0.25,0.00,0.00,55.78
16时13分31秒,0,20.12,0.00,13.90,0.00,0.00,1.04,0.00,0.00,64.94
16时13分31秒,1,43.17,0.00,0.80,0.00,0.00,0.00,0.00,0.00,56.02
16时13分31秒,2,32.32,0.00,6.10,0.20,0.00,0.00,0.00,0.00,61.38
16时13分31秒,3,55.62,0.00,3.41,0.00,0.00,0.00,0.00,0.00,40.96
16时13分36秒,all,39.02,0.00,5.89,0.05,0.00,0.25,0.00,0.00,54.78
16时13分36秒,0,20.88,0.00,12.32,0.21,0.00,1.04,0.00,0.00,65.55
16时13分36秒,1,43.78,0.00,0.80,0.00,0.00,0.00,0.00,0.00,55.42
16时13分36秒,2,33.74,0.00,6.91,0.00,0.00,0.00,0.00,0.00,59.35
16时13分36秒,3,57.14,0.00,3.62,0.00,0.00,0.00,0.00,0.00,39.24
16时13分41秒,all,38.40,0.00,5.80,0.25,0.00,0.25,0.00,0.00,55.29
16时13分41秒,0,20.17,0.00,12.27,0.62,0.00,1.04,0.00,0.00,65.90
16时13分41秒,1,42.34,0.00,0.60,0.00,0.00,0.00,0.00,0.00,57.06
16时13分41秒,2,35.71,0.00,6.33,0.41,0.00,0.00,0.00,0.00,57.55
16时13分41秒,3,54.60,0.00,4.20,0.00,0.00,0.00,0.00,0.00,41.20
16时13分46秒,all,39.42,0.00,5.92,0.05,0.00,0.36,0.00,0.00,54.26
16时13分46秒,0,20.80,0.00,13.24,0.21,0.00,1.47,0.00,0.00,64.29
16时13分46秒,1,45.98,0.00,0.60,0.00,0.00,0.00,0.00,0.00,53.41
16时13分46秒,2,38.49,0.00,5.91,0.20,0.00,0.00,0.00,0.00,55.40
16时13分46秒,3,51.52,0.00,4.24,0.00,0.00,0.00,0.00,0.00,44.24
16时13分51秒,all,38.63,0.00,6.22,0.10,0.00,0.25,0.00,0.00,54.79
16时13分51秒,0,21.25,0.00,14.37,0.21,0.00,1.04,0.00,0.00,63.12
16时13分51秒,1,45.18,0.00,0.60,0.00,0.00,0.00,0.00,0.00,54.22
16时13分51秒,2,32.11,0.00,6.13,0.00,0.00,0.00,0.00,0.00,61.76
16时13分51秒,3,55.33,0.00,4.23,0.00,0.00,0.00,0.00,0.00,40.44
16时13分56秒,all,41.85,0.00,6.35,0.05,0.00,0.30,0.00,0.00,51.45
16时13分56秒,0,22.87,0.00,14.97,0.21,0.00,1.25,0.00,0.00,60.71
16时13分56秒,1,47.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,52.20
16时13分56秒,2,37.47,0.00,5.50,0.00,0.00,0.00,0.00,0.00,57.03
16时13分56秒,3,59.36,0.00,4.23,0.00,0.00,0.00,0.00,0.00,36.42
16时14分01秒,all,39.03,0.00,6.46,2.60,0.00,0.25,0.00,0.00,51.65
16时14分01秒,0,20.55,0.00,15.30,10.69,0.00,1.05,0.00,0.00,52.41
16时14分01秒,1,44.27,0.00,1.21,0.00,0.00,0.00,0.00,0.00,54.53
16时14分01秒,2,34.15,0.00,5.69,0.00,0.00,0.00,0.00,0.00,60.16
16时14分01秒,3,56.43,0.00,4.22,0.00,0.00,0.00,0.00,0.00,39.36
16时14分06秒,all,39.47,0.00,8.02,13.90,0.00,0.41,0.00,0.00,38.20
16时14分06秒,0,22.08,0.00,19.17,57.08,0.00,1.67,0.00,0.00,0.00
16时14分06秒,1,45.49,0.00,0.80,0.00,0.00,0.00,0.00,0.00,53.71
16时14分06秒,2,37.45,0.00,7.29,0.00,0.00,0.00,0.00,0.00,55.26
16时14分06秒,3,52.11,0.00,5.03,0.00,0.00,0.00,0.00,0.00,42.86
16时14分11秒,all,44.00,0.00,7.83,9.72,0.00,0.25,0.00,0.00,38.20
16时14分11秒,0,23.22,0.00,18.41,39.96,0.00,1.26,0.00,0.00,17.15
16时14分11秒,1,63.65,0.00,1.00,0.00,0.00,0.00,0.00,0.00,35.34
16时14分11秒,2,33.27,0.00,7.51,0.00,0.00,0.00,0.00,0.00,59.23
16时14分11秒,3,55.04,0.00,4.84,0.00,0.00,0.00,0.00,0.00,40.12
16时14分16秒,all,41.93,0.00,5.96,0.00,0.00,0.31,0.00,0.00,51.81
16时14分16秒,0,20.34,0.00,13.00,0.21,0.00,1.05,0.00,0.00,65.41
16时14分16秒,1,62.12,0.00,0.60,0.00,0.00,0.00,0.00,0.00,37.27
16时14分16秒,2,33.20,0.00,6.07,0.00,0.00,0.00,0.00,0.00,60.73
16时14分16秒,3,50.91,0.00,4.83,0.00,0.00,0.00,0.00,0.00,44.27
16时14分21秒,all,43.57,0.00,5.56,0.05,0.00,0.26,0.00,0.00,50.56
16时14分21秒,0,19.57,0.00,11.91,0.00,0.00,1.06,0.00,0.00,67.45
16时14分21秒,1,62.32,0.00,1.00,0.00,0.00,0.00,0.00,0.00,36.67
16时14分21秒,2,39.15,0.00,5.48,0.00,0.00,0.00,0.00,0.00,55.38
16时14分21秒,3,51.82,0.00,4.05,0.00,0.00,0.00,0.00,0.00,44.13
16时14分26秒,all,40.85,0.00,5.86,0.00,0.00,0.31,0.00,0.00,52.98
16时14分26秒,0,20.00,0.00,12.00,0.00,0.00,1.26,0.00,0.00,66.74
16时14分26秒,1,57.63,0.00,1.20,0.00,0.00,0.00,0.00,0.00,41.16
16时14分26秒,2,32.93,0.00,6.30,0.00,0.00,0.00,0.00,0.00,60.77
16时14分26秒,3,51.81,0.00,4.22,0.00,0.00,0.00,0.00,0.00,43.98
16时14分31秒,all,42.60,0.00,5.46,0.00,0.00,0.31,0.00,0.00,51.63
16时14分31秒,0,20.84,0.00,12.63,0.00,0.00,1.26,0.00,0.00,65.26
16时14分31秒,1,53.21,0.00,0.40,0.00,0.00,0.00,0.00,0.00,46.39
16时14分31秒,2,37.20,0.00,5.08,0.00,0.00,0.00,0.00,0.00,57.72
16时14分31秒,3,58.27,0.00,4.03,0.00,0.00,0.00,0.00,0.00,37.70
16时14分36秒,all,40.98,0.00,5.45,0.05,0.00,0.25,0.00,0.00,53.26
16时14分36秒,0,20.25,0.00,11.81,0.21,0.00,1.05,0.00,0.00,66.67
16时14分36秒,1,52.31,0.00,0.40,0.00,0.00,0.00,0.00,0.00,47.28
16时14分36秒,2,33.06,0.00,4.90,0.00,0.00,0.00,0.00,0.00,62.04
16时14分36秒,3,57.43,0.00,4.62,0.00,0.00,0.00,0.00,0.00,37.95
16时14分41秒,all,44.89,0.00,5.62,0.00,0.00,0.26,0.00,0.00,49.23
16时14分41秒,0,22.03,0.00,13.98,0.00,0.00,1.06,0.00,0.00,62.92
16时14分41秒,1,55.82,0.00,0.80,0.00,0.00,0.00,0.00,0.00,43.37
16时14分41秒,2,39.31,0.00,4.68,0.00,0.00,0.00,0.00,0.00,56.01
16时14分41秒,3,60.64,0.00,4.02,0.00,0.00,0.00,0.00,0.00,35.34
16时14分46秒,all,41.58,0.00,5.90,0.00,0.00,0.31,0.00,0.00,52.21
16时14分46秒,0,20.71,0.00,12.55,0.00,0.00,1.26,0.00,0.00,65.48
16时14分46秒,1,56.43,0.00,0.60,0.00,0.00,0.00,0.00,0.00,42.97
16时14分46秒,2,32.24,0.00,6.33,0.00,0.00,0.00,0.00,0.00,61.43
16时14分46秒,3,56.25,0.00,4.03,0.00,0.00,0.00,0.00,0.00,39.72
16时14分51秒,all,41.09,0.00,5.72,0.05,0.00,0.36,0.00,0.00,52.78
16时14分51秒,0,22.32,0.00,13.26,0.21,0.00,1.47,0.00,0.00,62.74
16时14分51秒,1,53.72,0.00,0.60,0.00,0.00,0.00,0.00,0.00,45.67
16时14分51秒,2,31.16,0.00,5.70,0.00,0.00,0.00,0.00,0.00,63.14
16时14分51秒,3,56.22,0.00,3.82,0.00,0.00,0.00,0.00,0.00,39.96
16时14分56秒,all,42.13,0.00,5.71,0.00,0.00,0.31,0.00,0.00,51.86
16时14分56秒,0,21.73,0.00,12.66,0.00,0.00,1.27,0.00,0.00,64.35
16时14分56秒,1,53.51,0.00,0.60,0.00,0.00,0.00,0.00,0.00,45.89
16时14分56秒,2,33.60,0.00,5.70,0.00,0.00,0.00,0.00,0.00,60.69
16时14分56秒,3,58.63,0.00,4.02,0.00,0.00,0.00,0.00,0.00,37.35
16时15分01秒,all,42.04,0.00,6.67,2.90,0.00,0.31,0.00,0.00,48.09
16时15分01秒,0,20.75,0.00,14.26,11.95,0.00,1.26,0.00,0.00,51.78
16时15分01秒,1,54.31,0.00,0.80,0.00,0.00,0.00,0.00,0.00,44.89
16时15分01秒,2,33.81,0.00,7.33,0.00,0.00,0.00,0.00,0.00,58.86
16时15分01秒,3,58.03,0.00,4.62,0.00,0.00,0.00,0.00,0.00,37.35
16时15分06秒,all,42.93,0.00,8.70,13.38,0.00,0.31,0.00,0.00,34.69
16时15分06秒,0,23.17,0.00,20.67,54.91,0.00,1.25,0.00,0.00,0.00
16时15分06秒,1,55.31,0.00,0.80,0.00,0.00,0.00,0.00,0.00,43.89
16时15分06秒,2,33.60,0.00,8.35,0.00,0.00,0.00,0.00,0.00,58.04
16时15分06秒,3,58.95,0.00,5.43,0.00,0.00,0.00,0.00,0.00,35.61
16时15分11秒,all,42.83,0.00,7.32,4.88,0.00,0.25,0.00,0.00,44.71
16时15分11秒,0,22.29,0.00,17.71,20.00,0.00,1.04,0.00,0.00,38.96
16时15分11秒,1,51.81,0.00,0.80,0.00,0.00,0.00,0.00,0.00,47.39
16时15分11秒,2,33.20,0.00,7.33,0.00,0.00,0.00,0.00,0.00,59.47
16时15分11秒,3,63.18,0.00,3.82,0.00,0.00,0.00,0.00,0.00,33.00
